date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:44:46	16848/16848	---MCZ	200	added ('OK')	text/css	date:Fri,%2013%20Feb%202026%2017:33:48%20GMT	https://stradarkmond.litrix.dev/wp-content/uploads/elementor/css/post-8.css?ver=1771004028	C:/My%20Web%20Sites/StrakArmond/stradarkmond.litrix.dev/wp-content/uploads/elementor/css/post-85dbe.css	(from https://stradarkmond.litrix.dev/)
23:44:46	16470/16470	---MCZ	200	added ('OK')	text/css	date:Tue,%2018%20Nov%202025%2007:13:13%20GMT	https://stradarkmond.litrix.dev/wp-content/plugins/qi-addons-for-elementor/assets/plugins/swiper/8.4.5/swiper.min.css?ver=8.4.5	C:/My%20Web%20Sites/StrakArmond/stradarkmond.litrix.dev/wp-content/plugins/qi-addons-for-elementor/assets/plugins/swiper/8.4.5/swiper.min94a4.css	(from https://stradarkmond.litrix.dev/)
23:44:46	77/77	---MCZ	200	added ('OK')	text/css	date:Fri,%2009%20Jan%202026%2011:22:00%20GMT	https://stradarkmond.litrix.dev/wp-content/plugins/elementor/assets/lib/animations/styles/fadeIn.min.css?ver=3.34.1	C:/My%20Web%20Sites/StrakArmond/stradarkmond.litrix.dev/wp-content/plugins/elementor/assets/lib/animations/styles/fadeIn.min1504.css	(from https://stradarkmond.litrix.dev/)
23:44:46	560/560	---MCZ	200	added ('OK')	text/css	date:Fri,%2009%20Jan%202026%2011:21:59%20GMT	https://stradarkmond.litrix.dev/wp-content/plugins/elementor/assets/css/widget-heading.min.css?ver=3.34.1	C:/My%20Web%20Sites/StrakArmond/stradarkmond.litrix.dev/wp-content/plugins/elementor/assets/css/widget-heading.min1504.css	(from https://stradarkmond.litrix.dev/)
23:44:47	5486/5486	---MCZ	200	added ('OK')	text/css	date:Fri,%2009%20Jan%202026%2011:21:59%20GMT	https://stradarkmond.litrix.dev/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.min.css?ver=3.34.1	C:/My%20Web%20Sites/StrakArmond/stradarkmond.litrix.dev/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.min1504.css	(from https://stradarkmond.litrix.dev/)
23:44:47	214/214	---MCZ	200	added ('OK')	text/css	date:Fri,%2009%20Jan%202026%2011:21:59%20GMT	https://stradarkmond.litrix.dev/wp-content/plugins/elementor/assets/css/widget-image.min.css?ver=3.34.1	C:/My%20Web%20Sites/StrakArmond/stradarkmond.litrix.dev/wp-content/plugins/elementor/assets/css/widget-image.min1504.css	(from https://stradarkmond.litrix.dev/)
23:44:47	10255/10255	---MCZ	200	added ('OK')	text/css	date:Fri,%2009%20Jan%202026%2011:21:59%20GMT	https://stradarkmond.litrix.dev/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css?ver=3.34.1	C:/My%20Web%20Sites/StrakArmond/stradarkmond.litrix.dev/wp-content/plugins/elementor/assets/css/widget-icon-list.min1504.css	(from https://stradarkmond.litrix.dev/)
23:44:47	23073/23073	---MCZ	200	added ('OK')	text/css	date:Fri,%2013%20Feb%202026%2017:33:48%20GMT	https://stradarkmond.litrix.dev/wp-content/uploads/elementor/css/post-27.css?ver=1771004028	C:/My%20Web%20Sites/StrakArmond/stradarkmond.litrix.dev/wp-content/uploads/elementor/css/post-275dbe.css	(from https://stradarkmond.litrix.dev/)
23:44:48	466047/466047	---MCZ	200	added ('OK')	text/css	date:Fri,%2026%20Dec%202025%2011:40:46%20GMT	https://stradarkmond.litrix.dev/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles.css?ver=3.7.8	C:/My%20Web%20Sites/StrakArmond/stradarkmond.litrix.dev/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles3621.css	(from https://stradarkmond.litrix.dev/)
23:44:49	30348/30348	---MCZ	200	added ('OK')	text/css	date:Fri,%2026%20Dec%202025%2011:40:46%20GMT	https://stradarkmond.litrix.dev/wp-content/plugins/elementskit-lite/widgets/init/assets/css/responsive.css?ver=3.7.8	C:/My%20Web%20Sites/StrakArmond/stradarkmond.litrix.dev/wp-content/plugins/elementskit-lite/widgets/init/assets/css/responsive3621.css	(from https://stradarkmond.litrix.dev/)
23:44:49	3825/3825	---MC-	200	added ('OK')	text/css	date:Fri,%2013%20Feb%202026%2018:14:50%20GMT	https://fonts.googleapis.com/css?family=Jost:100,100italic,200,200italic,300,300italic,400,400italic,500,500italic,600,600italic,700,700italic,800,800italic,900,900italic&display=swap	C:/My%20Web%20Sites/StrakArmond/fonts.googleapis.com/css9456.css	(from https://stradarkmond.litrix.dev/)
23:44:49	82586/82586	---MCZ	200	added ('OK')	text/css	date:Fri,%2026%20Dec%202025%2011:40:46%20GMT	https://stradarkmond.litrix.dev/wp-content/plugins/elementskit-lite/modules/elementskit-icon-pack/assets/css/ekiticons.css?ver=3.7.8	C:/My%20Web%20Sites/StrakArmond/stradarkmond.litrix.dev/wp-content/plugins/elementskit-lite/modules/elementskit-icon-pack/assets/css/ekiticons3621.css	(from https://stradarkmond.litrix.dev/)
23:44:50	15073/15073	---MCZ	200	added ('OK')	text/javascript	date:Fri,%2009%20Jan%202026%2011:22:00%20GMT	https://stradarkmond.litrix.dev/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min.js?ver=3.34.1	C:/My%20Web%20Sites/StrakArmond/stradarkmond.litrix.dev/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min1504.js	(from https://stradarkmond.litrix.dev/)
23:44:50	87553/87553	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2028%20Aug%202023%2017:14:24%20GMT	https://stradarkmond.litrix.dev/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/My%20Web%20Sites/StrakArmond/stradarkmond.litrix.dev/wp-includes/js/jquery/jquery.minf43b.js	(from https://stradarkmond.litrix.dev/)
23:44:50	13577/13577	---MCZ	200	added ('OK')	text/javascript	date:Fri,%2009%20Jun%202023%2005:49:24%20GMT	https://stradarkmond.litrix.dev/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/My%20Web%20Sites/StrakArmond/stradarkmond.litrix.dev/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://stradarkmond.litrix.dev/)
23:44:50	3962/3962	---MCZ	200	added ('OK')	text/javascript	date:Fri,%2026%20Dec%202025%2011:41:14%20GMT	https://stradarkmond.litrix.dev/wp-content/plugins/wp-ultimate-review/assets/public/script/content-page.js?ver=2.3.7	C:/My%20Web%20Sites/StrakArmond/stradarkmond.litrix.dev/wp-content/plugins/wp-ultimate-review/assets/public/script/content-pagec0b8.js	(from https://stradarkmond.litrix.dev/)
23:44:52	34444/34444	---MCZ	200	added ('OK')	application/json	date:Fri,%2013%20Feb%202026%2018:14:53%20GMT	https://stradarkmond.litrix.dev/wp-json/wp/v2/pages/27	C:/My%20Web%20Sites/StrakArmond/stradarkmond.litrix.dev/wp-json/wp/v2/pages/27.json	(from https://stradarkmond.litrix.dev/)
23:44:53	1746/1746	---MCZ	403	error ('Forbidden')	text/html	date:Fri,%2013%20Feb%202026%2018:14:54%20GMT	https://stradarkmond.litrix.dev/xmlrpc.php?rsd	C:/My%20Web%20Sites/StrakArmond/stradarkmond.litrix.dev/xmlrpc0db0.php	(from https://stradarkmond.litrix.dev/)
23:44:53	348981/348981	---MCZ	200	added ('OK')	application/json	date:Fri,%2013%20Feb%202026%2018:14:53%20GMT	https://stradarkmond.litrix.dev/wp-json/	C:/My%20Web%20Sites/StrakArmond/stradarkmond.litrix.dev/wp-json/index.html	(from https://stradarkmond.litrix.dev/)
23:44:54	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2013%20Feb%202026%2018:14:55%20GMT	https://stradarkmond.com/wp-content/uploads/2025/11/logo-main.png	C:/My%20Web%20Sites/StrakArmond/stradarkmond.com/wp-content/uploads/2025/11/logo-main.25.delayed	(from https://stradarkmond.litrix.dev/)
23:44:57	94871/94871	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Feb%202026%2018:14:56%20GMT	https://stradarkmond.litrix.dev/business-process-outsourcing/	C:/My%20Web%20Sites/StrakArmond/stradarkmond.litrix.dev/business-process-outsourcing/index.html	(from https://stradarkmond.litrix.dev/)
23:44:57	95797/95797	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Feb%202026%2018:14:56%20GMT	https://stradarkmond.litrix.dev/datacenter-management/	C:/My%20Web%20Sites/StrakArmond/stradarkmond.litrix.dev/datacenter-management/index.html	(from https://stradarkmond.litrix.dev/)
23:44:57	92091/92091	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Feb%202026%2018:14:55%20GMT	https://stradarkmond.litrix.dev/fintech-software-development/	C:/My%20Web%20Sites/StrakArmond/stradarkmond.litrix.dev/fintech-software-development/index.html	(from https://stradarkmond.litrix.dev/)
23:44:58	89453/89453	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Feb%202026%2018:14:57%20GMT	https://stradarkmond.litrix.dev/media-digital-marketing/	C:/My%20Web%20Sites/StrakArmond/stradarkmond.litrix.dev/media-digital-marketing/index.html	(from https://stradarkmond.litrix.dev/)
23:44:58	266088/266088	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20Nov%202025%2007:40:01%20GMT	https://stradarkmond.litrix.dev/wp-content/uploads/2025/11/intro-image01.jpg	C:/My%20Web%20Sites/StrakArmond/stradarkmond.litrix.dev/wp-content/uploads/2025/11/intro-image01.jpg	(from https://stradarkmond.litrix.dev/)
23:44:59	84862/84862	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Feb%202026%2018:14:59%20GMT	https://stradarkmond.litrix.dev/security-monitoring-services/	C:/My%20Web%20Sites/StrakArmond/stradarkmond.litrix.dev/security-monitoring-services/index.html	(from https://stradarkmond.litrix.dev/)
23:44:59	91053/91053	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Feb%202026%2018:15:00%20GMT	https://stradarkmond.litrix.dev/about/	C:/My%20Web%20Sites/StrakArmond/stradarkmond.litrix.dev/about/index.html	(from https://stradarkmond.litrix.dev/)
23:44:59	1867577/1867577	---M--	200	added ('OK')	image/png	date:Tue,%2018%20Nov%202025%2007:52:35%20GMT	https://stradarkmond.litrix.dev/wp-content/uploads/2025/11/pexels-djordje-petrovic-590080-2102416.png	C:/My%20Web%20Sites/StrakArmond/stradarkmond.litrix.dev/wp-content/uploads/2025/11/pexels-djordje-petrovic-590080-2102416.png	(from https://stradarkmond.litrix.dev/)
23:45:00	93554/93554	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Feb%202026%2018:15:00%20GMT	https://stradarkmond.litrix.dev/contact-us/	C:/My%20Web%20Sites/StrakArmond/stradarkmond.litrix.dev/contact-us/index.html	(from https://stradarkmond.litrix.dev/)
23:45:01	4739/4739	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2013%20Feb%202026%2018:15:01%20GMT	https://stradarkmond.litrix.dev/cdn-cgi/l/email-protection	C:/My%20Web%20Sites/StrakArmond/stradarkmond.litrix.dev/cdn-cgi/l/email-protection	(from https://stradarkmond.litrix.dev/)
23:45:06	563553/563553	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20Nov%202025%2008:23:35%20GMT	https://stradarkmond.litrix.dev/wp-content/uploads/2025/11/pexels-mart-production-7643900-scaled.jpg	C:/My%20Web%20Sites/StrakArmond/stradarkmond.litrix.dev/wp-content/uploads/2025/11/pexels-mart-production-7643900-scaled.jpg	(from https://stradarkmond.litrix.dev/)
23:45:07	1239/1239	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2013%20Feb%202026%2018:15:07%20GMT	https://stradarkmond.litrix.dev/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/My%20Web%20Sites/StrakArmond/stradarkmond.litrix.dev/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://stradarkmond.litrix.dev/)
23:45:07	2772320/2772320	---M--	200	added ('OK')	image/png	date:Tue,%2018%20Nov%202025%2007:54:42%20GMT	https://stradarkmond.litrix.dev/wp-content/uploads/2025/11/cases03.png	C:/My%20Web%20Sites/StrakArmond/stradarkmond.litrix.dev/wp-content/uploads/2025/11/cases03.png	(from https://stradarkmond.litrix.dev/)
23:45:07	2504341/2504341	---M--	200	added ('OK')	image/png	date:Tue,%2018%20Nov%202025%2007:54:24%20GMT	https://stradarkmond.litrix.dev/wp-content/uploads/2025/11/cases02.png	C:/My%20Web%20Sites/StrakArmond/stradarkmond.litrix.dev/wp-content/uploads/2025/11/cases02.png	(from https://stradarkmond.litrix.dev/)
23:45:08	2574550/2574550	---M--	200	added ('OK')	image/png	date:Tue,%2018%20Nov%202025%2007:54:47%20GMT	https://stradarkmond.litrix.dev/wp-content/uploads/2025/11/cases04.png	C:/My%20Web%20Sites/StrakArmond/stradarkmond.litrix.dev/wp-content/uploads/2025/11/cases04.png	(from https://stradarkmond.litrix.dev/)
23:45:08	137/137	---MCZ	200	added ('OK')	text/css	date:Fri,%2009%20Jan%202026%2011:22:00%20GMT	https://stradarkmond.litrix.dev/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInLeft.min.css?ver=3.34.1	C:/My%20Web%20Sites/StrakArmond/stradarkmond.litrix.dev/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInLeft.min1504.css	(from https://stradarkmond.litrix.dev/)
23:45:09	261/261	---MCZ	200	added ('OK')	text/css	date:Fri,%2009%20Jan%202026%2011:21:59%20GMT	https://stradarkmond.litrix.dev/wp-content/plugins/elementor/assets/css/widget-google_maps.min.css?ver=3.34.1	C:/My%20Web%20Sites/StrakArmond/stradarkmond.litrix.dev/wp-content/plugins/elementor/assets/css/widget-google_maps.min1504.css	(from https://stradarkmond.litrix.dev/)
23:45:09	139/139	---MCZ	200	added ('OK')	text/css	date:Fri,%2009%20Jan%202026%2011:22:00%20GMT	https://stradarkmond.litrix.dev/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInRight.min.css?ver=3.34.1	C:/My%20Web%20Sites/StrakArmond/stradarkmond.litrix.dev/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInRight.min1504.css	(from https://stradarkmond.litrix.dev/)
23:45:09	21464/21464	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2006%20Feb%202025%2017:27:26%20GMT	https://stradarkmond.litrix.dev/wp-includes/js/jquery/ui/core.min.js?ver=1.13.3	C:/My%20Web%20Sites/StrakArmond/stradarkmond.litrix.dev/wp-includes/js/jquery/ui/core.minb37e.js	(from https://stradarkmond.litrix.dev/)
23:45:09	63321/63321	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2018%20Nov%202025%2007:13:13%20GMT	https://stradarkmond.litrix.dev/wp-content/plugins/qi-addons-for-elementor/assets/js/main.min.js?ver=1.9.5	C:/My%20Web%20Sites/StrakArmond/stradarkmond.litrix.dev/wp-content/plugins/qi-addons-for-elementor/assets/js/main.minbb23.js	(from https://stradarkmond.litrix.dev/)
23:45:09	3516/3516	---MCZ	200	added ('OK')	text/javascript	date:Fri,%2026%20Dec%202025%2011:41:03%20GMT	https://stradarkmond.litrix.dev/wp-content/plugins/metform/public/assets/lib/cute-alert/cute-alert.js?ver=4.1.0	C:/My%20Web%20Sites/StrakArmond/stradarkmond.litrix.dev/wp-content/plugins/metform/public/assets/lib/cute-alert/cute-alertbfce.js	(from https://stradarkmond.litrix.dev/)
23:45:11	1830/1830	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2018%20Nov%202025%2009:32:56%20GMT	https://stradarkmond.litrix.dev/wp-content/themes/hello-elementor/assets/js/hello-frontend.js?ver=3.4.5	C:/My%20Web%20Sites/StrakArmond/stradarkmond.litrix.dev/wp-content/themes/hello-elementor/assets/js/hello-frontend4c8b.js	(from https://stradarkmond.litrix.dev/)
23:45:11	40/40	---MCZ	200	added ('OK')	text/javascript	date:Fri,%2026%20Dec%202025%2011:40:46%20GMT	https://stradarkmond.litrix.dev/wp-content/plugins/elementskit-lite/libs/framework/assets/js/frontend-script.js?ver=3.7.8	C:/My%20Web%20Sites/StrakArmond/stradarkmond.litrix.dev/wp-content/plugins/elementskit-lite/libs/framework/assets/js/frontend-script3621.js	(from https://stradarkmond.litrix.dev/)
23:45:11	137522/137522	---MCZ	200	added ('OK')	text/javascript	date:Fri,%2026%20Dec%202025%2011:40:46%20GMT	https://stradarkmond.litrix.dev/wp-content/plugins/elementskit-lite/widgets/init/assets/js/widget-scripts.js?ver=3.7.8	C:/My%20Web%20Sites/StrakArmond/stradarkmond.litrix.dev/wp-content/plugins/elementskit-lite/widgets/init/assets/js/widget-scripts3621.js	(from https://stradarkmond.litrix.dev/)
23:45:11	5677/5677	---MCZ	200	added ('OK')	text/javascript	date:Fri,%2009%20Jan%202026%2011:22:00%20GMT	https://stradarkmond.litrix.dev/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.34.1	C:/My%20Web%20Sites/StrakArmond/stradarkmond.litrix.dev/wp-content/plugins/elementor/assets/js/webpack.runtime.min1504.js	(from https://stradarkmond.litrix.dev/)
23:45:11	85769/85769	---MCZ	200	added ('OK')	text/javascript	date:Fri,%2009%20Jan%202026%2011:22:00%20GMT	https://stradarkmond.litrix.dev/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.34.1	C:/My%20Web%20Sites/StrakArmond/stradarkmond.litrix.dev/wp-content/plugins/elementor/assets/js/frontend-modules.min1504.js	(from https://stradarkmond.litrix.dev/)
23:45:12	31880/31880	---MCZ	200	added ('OK')	text/javascript	date:Fri,%2009%20Jan%202026%2011:22:00%20GMT	https://stradarkmond.litrix.dev/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.34.1	C:/My%20Web%20Sites/StrakArmond/stradarkmond.litrix.dev/wp-content/plugins/elementor/assets/js/frontend.min1504.js	(from https://stradarkmond.litrix.dev/)
23:45:12	143662/143662	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2018%20Nov%202025%2007:13:13%20GMT	https://stradarkmond.litrix.dev/wp-content/plugins/qi-addons-for-elementor/assets/plugins/swiper/8.4.5/swiper.min.js?ver=8.4.5	C:/My%20Web%20Sites/StrakArmond/stradarkmond.litrix.dev/wp-content/plugins/qi-addons-for-elementor/assets/plugins/swiper/8.4.5/swiper.min94a4.js	(from https://stradarkmond.litrix.dev/)
23:45:12	5661/5661	---MCZ	200	added ('OK')	text/javascript	date:Wed,%2003%20Dec%202025%2007:15:29%20GMT	https://stradarkmond.litrix.dev/wp-includes/js/dist/hooks.min.js?ver=dd5603f07f9220ed27f1	C:/My%20Web%20Sites/StrakArmond/stradarkmond.litrix.dev/wp-includes/js/dist/hooks.minaf5f.js	(from https://stradarkmond.litrix.dev/)
23:45:12	5314/5314	---MCZ	200	added ('OK')	text/javascript	date:Wed,%2003%20Dec%202025%2007:15:29%20GMT	https://stradarkmond.litrix.dev/wp-includes/js/dist/i18n.min.js?ver=c26c3dc7bed366793375	C:/My%20Web%20Sites/StrakArmond/stradarkmond.litrix.dev/wp-includes/js/dist/i18n.min1cde.js	(from https://stradarkmond.litrix.dev/)
